Track,Preference,brightness_centroid,percussiveness_zcr,tempo_bpm,rms_variance,peak_to_trough_ratio,energy_gradient,chroma_variance,melody_to_drum_ratio
Murir Tin ｜ Coke Studio Bangla ｜ Season 2 ｜ Riad X Pollob X Towfique,Disliked,2551.617052208165,0.1122623243097139,107.666015625,0.013566535897552967,5.619987964630127,0.033082686364650726,0.008427068591117859,0.6348231257238474
Nahubo ｜ Coke Studio Bangla ｜ Season 2 ｜ Animes X Daughter of Coastal,Disliked,2423.3669310713194,0.09496817453289419,103.359375,0.007715591695159674,3.9641404151916504,0.015121559612452984,0.0096956891939044,1.7846456797056744
"Rema, Selena Gomez - Calm Down",Disliked,1941.4915636842156,0.06510014613908263,143.5546875,0.012114179320633411,2.8981192111968994,0.03233998641371727,0.01251877099275589,1.7320450428149843
Sabrina Carpenter - Please Please Please (Lyrics),Disliked,2187.741957216843,0.08511076086613677,107.666015625,0.009375176392495632,3.498459577560425,0.01939484477043152,0.005814177915453911,2.996586854592952
"Salim-Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Sadruddin Merchant - Shukran Allah (Lyric Video)",Disliked,1757.9390496873589,0.06324821851611541,172.265625,0.0076016648672521114,3.3176188468933105,0.01618383079767227,0.011987846344709396,3.977764377567435
Selena Gomez - Kill Em With Kindness (Lyrics),Disliked,2326.0829198976003,0.08682673777246146,117.45383522727273,0.012913579121232033,3.239718437194824,0.024317430332303047,0.010420575737953186,4.336910336973488
Shafqat Amanat Ali - Teri Jhuki Nazar (Lyrics),Disliked,1898.4131684425663,0.07880626297410916,123.046875,0.00939757376909256,2.486495018005371,0.015740079805254936,0.013121265918016434,4.521612404154596
Sham Best Lyric Video - Aisha｜Sonam Kapoor｜Abhay Deol｜Javed Akhtar｜Amit Trivedi,Disliked,2177.82286949007,0.07569100698595338,123.046875,0.002556462539359927,4.032090187072754,0.008679771795868874,0.010383361019194126,5.4591519303986455
Show Me Your Jalwa ｜ Full Song ｜ Aaja Nachle ｜ Madhuri Dixit ｜ Richa ｜ Kailash ｜ Salim ｜ Jaideep,Disliked,2068.2533112466035,0.08832272143420979,143.5546875,0.003913998603820801,3.994856357574463,0.012816919013857841,0.005010831635445356,3.8719063970965455
"Tum Mile - Title Track ｜ Emraan Hashmi, Soha Ali ｜ Pritam ｜ Neeraj Shridhar ｜ Kumaar",Disliked,2470.2884639746717,0.1046195423837053,123.046875,0.006110016722232103,3.8767614364624023,0.015035182237625122,0.016106290742754936,3.3507551855555113
You Never Know,Disliked,2661.9855157920947,0.11666345828162986,143.5546875,0.00992634892463684,4.143889904022217,0.012035381980240345,0.00810606312006712,4.58448579318817
